Barber - Piano Concerto Op.38 III: Allegro molto  (Browning Szell),John Browning,classic
Taking Back Sunday - Liar ( It Takes One To Know One),Taking Back Sunday,rock
Wine Red - The Hush Sound,The Hush Sound,pop
Dave Matthews - Some Devil,Dave Matthews,other
Six Organs Of Admittance - Spirits Abandoned,Six Organs Of Admittance,folk
CIVIL DISOBEDIENCE the unavoidable process,Civil Disobedience,rock
Morbid Saint - Assassin,Morbid Saint,rock
I'll Cut You Down- Uncle Acid and the deadbeats,Uncle Acid & The Deadbeats,rock
Skaven - Severed,Loreena McKennitt,folk
Amebix-Drink and Be Merry,Amebix,rock
Gorement - The Lost Breed,Gorement,rock
Interment - Morbid Death,Interment,rock
Sabbat - Hosanna In Excelsis,Sabbat,rock
Pagan Altar- The Cry of the Banshee,Pagan Altar,rock
COMUS - Drip Drip,Comus,folk
Dropkick Murphys - Kiss Me I'm Shitfaced,Various Artists,other
Pink -Try (Lyrics),Teezi Pink,other
Max Richter - The Nature of Daylight,Max Richter,soundtrack
RAMONES - Pet Sematary,Ramones,rock
Pink Floyd - Dark Side Of The Moon,Dead Celebrity Status,rock
RAMONES - Outsider,Ramones,rock
Iron Maiden - Satellite 15... The Final Frontier,Iron Maiden,rock
Metallica - Whiplash,Metallica,rock
Styx - Castle Walls,Styx,rock
Giuffria - Call To The Heart,Giuffria,rock
Blind Guardian - The Bard's Song,Blind Guardian,rock
Negură Bunget- Ţesarul de Lumini,Negură Bunget,rock
Woods of Ypres - I Was Buried In Mount Pleasant Cemetery,Woods Of Ypres,rock
Primus- Mr. Knowitall- Frizzle Fry,Primus,rock
My Dying Bride - The Poorest Waltz,My Dying Bride,rock
THE CURE - ALL CATS ARE GREY,The Cure,rock
Red House Painters - Katy Song,Red House Painters,rock
My Bloody Valentine - Lose My Breath,My Bloody Valentine,rock
The Beta Band - Dry The Rain,The Beta Band,rock
Casey Baker & The Buffalo Sinners: Pulling Wool,Casey Baker And The Buffalo Sinners,other
Aloe Blacc- The Man,Aloe Blacc,pop
Son House - Death Letter,Son House,folk
Howlin Wolf Built For Comfort,Howlin' Wolf,rock
Adele "Take It All",Adele,jazz
YELLE - Je Veux Te Voir,Yelle,dance
Mogwai - Ex-Cowboy,Mogwai,rock
Mineral - Parking Lot,Mineral,rock
Sunny Day Real Estate - In Circles,Sunny Day Real Estate,rock
Delinquent habits - Freedom Band,Delinquent Habits,hip hop
Burzum - Dunkelheit,Burzum,rock
Can't Take My Eyes off You - Frankie Valli and The 4 Seasons,Frankie Valli & The Four Seasons,pop
Metallica-Fade To Black,Metallica,rock
Enter Sandman - Metallica,Metallica,rock
BRAD - Screen,Killah Priest,hip hop
BRAD - Screen,Killah Priest,hip hop
The Afghan Whigs - Uptown Again,The Afghan Whigs,pop
The Afghan Whigs - Uptown Again,The Afghan Whigs,pop
When a Blind Man Cries - Deep Purple,Deep Purple,rock
When a Blind Man Cries - Deep Purple,Deep Purple,rock
funky mama soul beats,Various Artists,other
funky mama soul beats,Various Artists,other
A Day To Remember - 2nd Sucks,A Day To Remember,rock
Nightwing Theme,Gretchen Ratke,other
Gorillaz - On Melancholy Hill,Gorillaz,hip hop
Blue October - Should Be Loved,Blue October,rock
Agalloch - Black Lake Nidstang,Agalloch,rock
Metallica - Fade to Black,Metallica,rock
octopus - syd barrett,Syd Barrett,rock
Mozart - Requiem,Nikolaus Harnoncourt,classic
Bonobo - Kiara,Bonobo,electronic
boards of canada - roygbiv,Boards of Canada,electronic
Corey Taylor - X-M@$,Corey Taylor,rock
All Shall Perish - Until The End,All Shall Perish,rock
In Flames - Trigger,In Flames,rock
Red Hot Chili Peppers- Hump de Bump,Red Hot Chili Peppers,rock
SIC - Rosegarden In Hell,sic,rock
Flying Lotus Putty Boy Strut,Flying Lotus,hip hop
Venom  -  Welcome to Hell  (Live),Venom,rock
GBV - Gold Star for Robot Boy,Guided By Voices,pop
Muse - Map of The Problematique,Muse,rock
The Human Abstract - Vela Together We Await The Storm,The Human Abstract,rock
Deadmau5 - Hi Friend,deadmau5,electronic
Therapy? - Screamager,Therapy?,rock
The National - Val Jester,The National,rock
The National - Gospel,The National,rock
Nirvana - You Know You're Right,Nirvana,rock
Radiohead - Fake Plastic Trees,Radiohead,rock
Nirvana - Aero Zeppelin,Nirvana,rock
Radiohead - Fake Plastic Trees,Radiohead,rock
Yngwie Malmsteen-Arpeggios From Hell,Yngwie Malmsteen,rock
בנזין - גשם,Benzin,pop
Tchaikovsky - Piano Concerto 1 - B Flat Minor,Pyotr Ilyich Tchaikovsky,classic
Genres:
rock,79
hip hop,10
pop,21
electronic,6
r&b,2
dance,11
folk,5
jazz,6
classic,7
soundtrack,3
other,13
