Mumford & Sons - The Cave,Mumford & Sons,rock
The Naked And Famous - Hearts Like Ours,The Naked And Famous,dance
FKA twigs - Two Weeks,FKA twigs,r&b
The PCR Song,The Spirits,other
On Impulse - Animals as Leaders,Animals As Leaders,rock
HATEBREED - Destroy Everything,Hatebreed,rock
This Will Destroy You - Threads,This Will Destroy You,rock
Hatebreed "In Ashes They Shall Reap",Hatebreed,rock
Incubus - Love Hurts,Incubus,rock
In Mourning - The Black Lodge,In Mourning,rock
Ne Obliviscaris -- Forget Not (Portal Of I),Ne Obliviscaris,rock
The Matches - Salty Eyes,The Matches,rock
Propagandhi - Haille Sellasse Up Your Ass,Propagandhi,rock
Eric Clapton - Layla,Eric Clapton,rock
The Spider and the Fly.... Rolling Stones,The Rolling Stones,rock
Social Distortion - Reach for the sky,Social Distortion,rock
Les Friction - World On Fire,Les Friction,rock
Les Friction - Torture,Les Friction,rock
King Missile - Detachable Penis,King Missile,rock
Talking Heads - Psycho Killer,Talking Heads,rock
Florence + The Machine - Only If For A Night (Ceremonials),Various Artists,other
Does It Offend You Yeah - Dawn of the Dead,Various Artists,other
We Are Nowhere And It's Now,Bright Eyes,folk
Neutral Milk Hotel - You've Passed,Neutral Milk Hotel,rock
Neutral Milk Hotel "Where You'll Find Me Now",Neutral Milk Hotel,rock
The Ting Tings - That's Not My Name,The Ting Tings,dance
The Killers - Spaceman,The Killers,rock
The National - "Sea Of Love",The National,rock
Tokyo Police Club-Listen To The Math,Tokyo Police Club,dance
Sneaker Pimps 6 Underground,Sneaker Pimps,dance
The Burning Red - Machine Head,Machine Head,rock
Hatebreed "In Ashes They Shall Reap",Hatebreed,rock
Emperor - The Loss and Curse of Reverence,Emperor,rock
TOBACCO - Hairy Candy,TOBACCO,hip hop
Atmosphere- GodLovesUgly,Atmosphere,hip hop
MF Doom - Vervain,MF DOOM,hip hop
Öröm - Csöndben,Radzeer,other
Indica Precious Dark,Indica,pop
Seether - Broken,Seether,rock
Dropkick Murphys - Kiss Me I'm Shitfaced,Various Artists,other
Bonobo - Silver,Bonobo,electronic
Avril Lavigne - Keep Holding On,Avril Lavigne,pop
The Kilimanjaro Darkjazz Ensemble Twisted Horizons,The Kilimanjaro Darkjazz Ensemble,jazz
Electric Guest - Amber,Electric Guest,pop
Electric Guest - Troubleman,Electric Guest,pop
Foster The People / Pumped Up Kicks,Foster The People,pop
Kalmah - Time Takes Us All,Kalmah,rock
KATATONIA - Omerta,Katatonia,rock
Rainbow  - Temple of The King,Rainbow,rock
Zbigniew Preisner - Lacrimosa,Zbigniew Preisner,classic
Dope - You Spin Me Round,Dope,rock
Deadmau5 - Ghosts N Stuff (Nero Remix),deadmau5,electronic
A Perfect Circle - 3 Libras,A Perfect Circle,rock
A Perfect Circle - Passive,A Perfect Circle,rock
Vegeta's Theme Song,Secret Hate,rock
Genres:
rock,56
hip hop,4
pop,16
electronic,8
r&b,3
dance,7
folk,8
jazz,3
classic,5
soundtrack,3
other,10
